Tingkat kebisingan,Rata-rata hasil audiometri,Rata-rata usia,Rekomendasi
43,99.53,36.6,1
34,90.42,22.7,1
26,98.5,30,1
40,73.84,36.2,1
14,85.43,24.1,1
14,79.27,23.7,1
69,77.67,30.1,1
41,88.75,24.3,1
1,84.89,30.4,1
14,84.25,35.8,1
40,71.14,32.8,1
13,89.74,39.4,1
39,96.15,35.1,1
65,72,26.8,1
18,93.37,35.4,1
59,88.6,20.4,1
1,73.6,21.8,1
53,87.33,36.3,1
52,98.14,26.9,1
13,81.81,30.4,1
20,82.93,28.7,1
26,81.36,29.3,1
68,97.82,32.7,1
43,99.01,37.4,1
4,82.08,32,1
41,86.68,37.5,1
29,73.68,38.6,1
23,75.32,28.2,1
24,84.49,38.3,1
62,88.26,30.2,1
2,91.57,37.7,1
28,70.77,28,1
11,94.49,28.4,1
22,73.66,21.8,1
10,88.89,38.8,1
4,79.08,37.6,1
45,85.09,30.5,1
36,78.12,27.9,1
67,91.76,33.5,1
12,81.66,35.2,1
38,98.02,32.1,1
29,89.33,24.4,1
18,94.72,23.1,1
3,92.39,37.1,1
22,75.53,30.4,1
11,81.15,25.8,1
15,98.07,20.4,1
17,99.96,33.7,1
35,90.14,23.8,1
21,93.92,23.8,1
16,95.91,36,1
13,70,34.5,1
28,71.14,39.3,1
48,93.84,37,1
36,81.92,31.1,1
13,89.76,39.7,1
38,72.31,30.4,1
6,82.23,37.8,1
63,87.71,36.9,1
51,77.36,27.5,1
50,86.18,32.4,1
45,81.84,38.6,1
13,89.45,36.9,1
52,71.02,35.4,1
5,70.17,20.9,1
17,83.84,21.5,1
31,98.11,38.7,1
2,72.03,29.2,1
24,76.37,39.3,1
9,88.68,21.4,1
60,72.88,23.7,1
63,94.07,34.4,1
27,85.71,21.2,1
50,89.34,24.8,1
49,90.49,27.6,1
66,90.12,39.1,1
12,87.53,39.1,1
62,80.06,25.3,1
60,95.99,40,1
41,90.87,21.7,1
20,75.16,20.3,1
3,97.39,34,1
42,86.25,26.3,1
23,96.07,39.9,1
47,97.42,22.1,1
54,94.7,32.9,1
32,88.87,26.4,1
68,74.29,35.3,1
44,93.19,33.2,1
38,99.27,36.7,1
48,99.1,24.4,1
51,84.4,25.4,1
69,86.14,28.5,1
14,97.02,32.8,1
6,89.15,25.1,1
45,87.45,32.4,1
25,83.93,30.7,1
35,70.51,32.8,1
70,95.74,27.9,1
24,71.31,22.9,1
62,80.82,28.9,1
22,98.33,33,1
4,98.21,34.1,1
50,72.71,20.1,1
55,94.57,29.6,1
66,72.62,22.1,1
19,96.11,37.4,1
44,71.97,28.9,1
67,90.77,33.4,1
34,80.6,22.6,1
62,76.42,34.3,1
3,74.82,35.7,1
19,93.37,26.8,1
20,85.04,20.4,1
24,91.6,28,1
57,91.18,24.2,1
51,91.15,33.6,1
38,86.53,24,1
6,92.47,23.8,1
42,75.78,38.3,1
4,86.02,27.8,1
3,99.33,38.8,1
55,94.49,23,1
24,92.9,25.4,1
51,79.29,38.7,1
54,90.21,34.2,1
67,89.61,23.9,1
19,96.39,28,1
26,83.32,23.5,1
29,92.77,35.7,1
62,89.07,28.2,1
52,72.48,36.1,1
34,89.8,36.5,1
65,72.83,37.9,1
4,78.34,24.5,1
62,99.73,24.6,1
60,71.96,24.1,1
17,81.47,28.9,1
45,70.49,25.4,1
21,97.45,32.1,1
68,87.67,39.8,1
39,71.03,20.7,1
3,97.77,21.7,1
51,75.16,32.6,1
35,74.63,39.1,1
3,76.41,31.1,1
45,88.4,35.8,1
13,77,20.3,1
34,78.95,30.8,1
38,71.31,29.7,1
58,92.69,33.9,1
17,90.7,33.9,1
13,70.93,38.5,1
45,72.58,33.2,1
49,88.56,27.5,1
68,91.43,30.8,1
67,74.53,29.7,1
7,91.15,37.4,1
54,88.45,25.2,1
58,77.34,34.2,1
64,97.73,38.9,1
55,74.08,36.3,1
65,93.33,34.3,1
3,98.89,35.3,1
12,87.88,24.7,1
28,80.04,38.3,1
35,93.27,34.4,1
8,70.8,21.5,1
43,74.19,35.4,1
52,74.98,36.8,1
68,84.56,37.1,1
63,70.04,28.1,1
38,86.47,33.2,1
18,81.7,35.1,1
39,72.32,29.3,1
55,84.49,27.1,1
66,98.54,29.7,1
16,74.78,21.5,1
41,80.42,25.1,1
20,79.23,40,1
55,76.02,38,1
55,79.95,32.4,1
43,95.91,36.9,1
30,87.04,23.8,1
53,97.96,37.5,1
2,85.03,32.8,1
44,72.88,28,1
67,96.64,32.7,1
61,78.32,29.6,1
20,99.48,35.3,1
26,95.34,31.2,1
66,82.65,25.2,1
61,73.59,39.7,1
8,85.18,35.3,1
16,78.85,20.9,1
21,81.13,29.7,1
30,91.86,21.1,1
53,89.88,38.4,1
38,81.59,24.7,1
37,94.7,29.3,1
70,77.89,28.7,1
26,81.73,31.2,1
60,97.26,31.9,1
6,97.32,31.9,1
58,77.27,28.9,1
10,98.05,38.2,1
61,76.56,25.6,1
48,92.05,39.2,1
30,83.29,28.5,1
25,92.52,24,1
21,79.6,20.7,1
65,99.08,35.1,1
41,96.33,32.1,1
10,80.93,20.3,1
46,72.71,38.2,1
12,91.56,24.7,1
7,97.34,38.1,1
12,80.2,23.8,1
55,82.22,28.1,1
12,81.11,27.3,1
50,76.37,34.4,1
14,79.66,31.6,1
20,79.66,30.5,1
27,78.05,23.8,1
65,83.04,26.7,1
13,79.17,34.2,1
55,86.74,26.8,1
1,72.58,29,1
41,88.99,37,1
28,95.81,24.7,1
48,84.63,35.7,1
10,80.92,29.8,1
46,72.03,33.9,1
51,86.13,35.5,1
37,89.73,31.8,1
6,93.12,26.1,1
57,97.97,23.2,1
57,78.53,31,1
9,79,38.8,1
67,70.83,36.9,1
56,92.56,27.4,1
24,74.68,23,1
4,74.25,25.1,1
28,93.12,29.9,1
14,81.49,31.6,1
32,76.59,34.9,1
11,97.3,36.8,1
55,87.4,31.2,1
37,87.61,33.1,1
16,94.02,22.7,1
69,70.5,33.3,1
7,91.75,35.9,1
65,85.44,20.5,1
29,90.03,22.2,1
35,93.66,28.8,1
53,99.72,26.8,1
16,89.83,32.6,1
40,84.94,25,1
69,80.99,20.2,1
46,75.64,30.9,1
25,96.63,21.9,1
17,80.34,27.6,1
20,70.66,37.7,1
17,94.37,22.9,1
34,96.95,29.4,1
16,92.42,33.2,1
30,90.29,39,1
18,99.76,20,1
40,91.94,32.5,1
10,87.53,35.2,1
47,82.94,34.7,1
26,80.31,26.9,1
4,96.25,23,1
38,86.64,27.9,1
55,84.2,38.3,1
12,83.84,26.4,1
31,79.4,23.4,1
46,73.44,33.4,1
38,91.5,35.1,1
24,86.26,25,1
50,98.06,32.5,1
48,84.05,28.5,1
56,83.11,33.4,1
2,90.35,35.4,1
62,92.48,32.5,1
62,72.98,33.2,1
14,92.15,39.4,1
44,91.51,38.2,1
60,88.2,35.4,1
49,78.85,22.2,1
48,71.2,20.3,1
51,85.16,28.8,1
17,77.98,30.8,1
43,99.57,20.7,1
13,81.75,38.1,1
27,79.14,21.2,1
13,88.63,30.6,1
13,81.03,26.8,1
21,96.71,36.6,1
45,88.39,26.9,1
52,87.57,32,1
21,78.97,21.1,1
54,70.96,40,1
52,78.64,39.7,1
11,70.61,23.4,1
70,81.77,21.1,1
18,95.83,27.3,1
43,73.12,22.8,1
27,86.19,24.1,1
63,88.69,32.4,1
22,75.01,22.3,1
69,95.88,29.6,1
1,89.89,39,1
66,76.06,39.4,1
12,94.77,32.3,1
14,78.21,20.5,1
69,79.25,38.8,1
25,77.79,33.9,1
9,82.02,35.7,1
4,72.6,27.4,1
2,90.63,20.7,1
14,78.03,33,1
108,72.3,24.4,2
92,78.1,20.6,2
89,88.1,29.8,2
93,96,27.6,2
105,99.6,38,2
71,94.8,34.7,2
78,71.1,29.8,2
110,73.6,26.7,2
100,81.7,21.3,2
95,70.4,26.1,2
108,79,31.5,2
98,90.2,20.2,2
107,83.1,20.9,2
75,96.5,33.2,2
87,79.9,21.3,2
83,98.1,32.4,2
107,89.9,26.1,2
100,85.2,35.6,2
98,76.3,38.4,2
87,89.5,21.3,2
104,72.7,26.1,2
78,91.3,23.6,2
94,97,35.7,2
89,79.4,27.4,2
78,73,30,2
104,98.4,23.7,2
96,72.4,21.3,2
71,72.9,36.8,2
71,85,24.2,2
100,73.9,30.3,2
86,70,22.1,2
93,91.5,39,2
82,93.3,35.3,2
93,77,34,2
79,89.8,26.3,2
102,90.9,26.5,2
105,97.4,28.9,2
100,83,27.3,2
88,92.8,27.6,2
95,81.5,25.2,2
94,84.9,30.3,2
80,86.3,35.7,2
83,91.1,32.6,2
87,70.6,23.2,2
84,74.6,35,2
95,77.9,27.7,2
77,87.2,37.1,2
70,70.8,29.1,2
102,98.3,23.3,2
78,89.2,35.8,2
71,88.7,26.3,2
96,82.9,31.8,2
91,99.9,39.8,2
95,79.9,37.5,2
90,76.3,31.7,2
85,76.9,28.3,2
110,91.5,23.1,2
98,81.4,38.5,2
101,76.5,25.2,2
100,86.1,32.3,2
99,87.6,38,2
86,80.3,21.4,2
81,79.5,31.2,2
104,87.8,36.4,2
86,75.9,29.7,2
103,85.1,27.3,2
88,94.9,39.5,2
80,95.3,35.2,2
94,88.8,21.7,2
103,77.7,31.8,2
83,95.2,36.2,2
83,95.7,37.4,2
71,73.5,35.2,2
72,95.7,30.8,2
105,70,38.5,2
95,76.5,24.7,2
97,70.7,35.8,2
92,83.7,22.9,2
86,80.6,20.6,2
87,74.1,20.1,2
96,83.2,26.3,2
71,72.2,31.4,2
104,94.4,34.1,2
100,96,25.2,2
90,100,21.9,2
90,80.1,26.7,2
110,86.6,27.7,2
81,72.6,33.4,2
84,78.2,39.4,2
99,70.2,22.7,2
72,97.8,34.3,2
85,90.2,20.3,2
88,94.1,36.7,2
99,87.7,37.2,2
90,88.4,31.1,2
103,77.7,38.6,2
110,85.5,31.5,2
94,94.9,32,2
106,76.1,30,2
79,75.3,32,2
97,76.6,32.3,2
86,97.5,21.6,2
92,83,28.5,2
86,81,35,2
107,77.3,39.6,2
98,82.8,28.6,2
88,79.4,22.9,2
99,88.5,39.7,2
70,97.8,30.1,2
108,93.3,30.5,2
103,90,23.4,2
80,99.1,23.9,2
82,71.6,37.3,2
91,73.9,38,2
99,90.4,32.9,2
91,96.9,29.8,2
80,83.4,24.4,2
101,98.2,40,2
75,74.1,31.8,2
92,94.1,32.1,2
85,87.6,30.8,2
74,94.3,29,2
83,97.4,23.8,2
98,90.3,21.9,2
75,86,20.2,2
70,76.6,24.8,2
75,85.1,28,2
75,89,20.4,2
90,89.9,20.7,2
71,87.9,38.2,2
71,87.5,20.6,2
98,80.9,36.6,2
90,76.6,34.9,2
80,77.9,37,2
96,82.8,32.3,2
72,95,27.7,2
83,71.7,32.1,2
103,87.1,37.9,2
104,90.3,26.7,2
72,80.7,36.3,2
76,99.7,36.5,2
84,99.3,21.3,2
102,88.5,38.6,2
86,96.8,23.4,2
79,74.2,31.5,2
101,83.9,27.1,2
81,82.4,34,2
105,87.9,36.6,2
97,95.5,35.7,2
90,98.3,40,2
87,78.9,32.7,2
92,91.3,23.4,2
80,99.4,29.8,2
86,88.9,28.3,2
106,98.2,20.1,2
87,89,28.8,2
108,87.6,31.3,2
78,94.4,28.2,2
107,74.4,40,2
95,86.3,21.3,2
70,70.6,38.8,2
103,72.5,20.6,2
99,96.3,21.9,2
96,90.4,39.8,2
97,97.7,32.8,2
93,73.3,31.1,2
74,94.9,32,2
88,76.7,28.1,2
76,98.6,32.9,2
107,71.1,34.1,2
110,71,35.8,2
90,99.4,20.4,2
104,72.1,33.3,2
82,83.7,28.3,2
72,98.9,39,2
83,74.7,20.6,2
75,74.7,33.1,2
89,93.9,26.7,2
107,80.2,26.1,2
89,75.2,26.7,2
89,84.4,29.3,2
84,94,21.3,2
110,87.4,39.6,2
72,79.1,36.6,2
104,77.4,24.7,2
70,78,32.6,2
80,94.6,23.6,2
103,74.4,29.2,2
97,97.9,38.6,2
89,87,25.5,2
94,93.4,39.7,2
93,97.1,30,2
89,74.2,39.5,2
85,93.1,30,2
106,97.8,32.5,2
76,86,21.3,2
77,78.8,40,2
80,76.3,26.7,2
101,87.2,39.1,2
78,71.6,27,2
103,76.1,34.2,2
92,85.7,32.5,2
70,84.1,25.3,2
107,72.6,27.9,2
73,80.7,38.8,2
105,74.1,30.5,2
72,92.7,29.8,2
104,87.1,32.8,2
73,71.8,30.7,2
104,71.2,27.3,2
81,87.1,35.5,2
93,86.7,20,2
74,90.9,32.8,2
71,86.3,23.7,2
82,86.2,26.8,2
83,85.1,26.5,2
80,80,35,2
108,93.9,26.5,2
72,93.4,21.4,2
104,82.3,28.3,2
80,97.1,34.1,2
79,85.6,21.1,2
85,93.4,23.8,2
76,80.4,30.5,2
96,97.2,38.8,2
89,98.4,23.9,2
70,78,27.8,2
91,80.3,27.2,2
81,79.7,22.4,2
71,99.5,36.6,2
96,96.9,29.7,2
87,94.2,39.7,2
92,85.8,29.6,2
100,76,32.7,2
104,98.5,29.2,2
106,87.8,37.6,2
106,71.9,39.1,2
98,71.8,36.1,2
88,99.7,38,2
93,86.8,33.8,2
100,82.6,22.2,2
110,83,23.7,2
87,94.3,38.6,2
108,95.6,26.4,2
93,94.9,25.1,2
92,75.9,36.2,2
85,80.7,28.1,2
107,78.5,34.8,2
110,76.5,25.2,2
73,70.7,32.2,2
93,79.1,34.5,2
89,77.2,26.7,2
86,72.7,36.6,2
78,96.4,29.1,2
98,84.7,37.5,2
77,87.5,27.3,2
102,86,31.3,2
79,88.7,28.9,2
103,96.5,37.5,2
103,86.6,22.2,2
108,72.2,38,2
96,86,30.5,2
108,96.9,35.9,2
97,76.4,20.5,2
97,83,21.8,2
108,79.1,30,2
110,94,27.7,2
87,80.6,34.8,2
104,85.3,26.6,2
71,75.6,24.9,2
80,83.5,29.4,2
70,71.8,25.9,2
98,80.8,20.1,2
71,99.1,37.5,2
97,98.5,26.1,2
70,76.5,24,2
76,86.5,21,2
77,92.8,22.1,2
74,83.5,28.3,2
75,95,30.5,2
86,83.8,37.1,2
90,91.1,30.6,2
97,73.5,37.8,2
106,71,25.6,2
71,86.3,38.7,2
104,71.6,27.8,2
99,78.8,23.4,2
91,95.1,20.1,2
86,72.3,32.8,2
99,96.3,25.1,2
93,73.2,36.4,2
70,91.5,32.4,2
105,73,26.2,2
72,97,37.6,2
73,91.6,37,2
92,99.8,23.8,2
99,70.5,23.6,2
93,80.9,22,2
104,87.5,20.2,2
78,78.8,34.5,2
105,91,28.5,2
104,97,20.3,2
80,76.2,35.5,2
103,78.9,29.6,2
81,77.8,26.3,2
110,95.4,31.1,2
96,98.6,36.2,2
71,70.3,38.3,2
87,76.7,33,2
89,77.8,20.1,2
91,85.4,23.9,2
100,78.7,20.3,2
77,93.6,22,2
98,97.1,34.4,2
105,98.1,32.3,2
81,85.5,34.2,2
76,87.3,26.8,2
77,84.7,32.5,2
96,87.1,34.7,2
103,98.8,22.8,2
99,84.3,25.3,2
77,87.8,23.9,2
82,89.9,34.2,2
79,76.9,24.4,2
77,95.6,25.3,2
95,72.6,23.3,2
71,82.9,21.4,2
98,81,24.4,2
72,94,26.1,2
92,82.8,21.1,2
85,83.5,36.9,2
106,96.6,39.3,2
74,77.2,36.1,2
72,89.4,22.5,2
99,96.3,25,2
103,86.5,34,2
107,81.8,35.9,2
108,79.9,30.6,2
106,71.1,25.8,2
74,80.5,21.2,2
84,82.7,22.2,2
96,99.3,33.1,2
107,88.5,36.8,2
109,71.7,35.8,2
105,97.1,30.8,2
79,79.4,34.5,2
108,75.6,33.7,2
98,75.7,23.9,2
92,89.5,28.7,2
76,78.5,37.1,2
75,79.1,24.6,2
97,91.7,33.3,2
86,91.6,38.1,2
73,98.5,23.7,2
106,95.5,38.7,2
77,79.2,30.4,2
93,85.5,33.1,2
94,76.5,22.7,2
96,91.3,27.2,2
104,86.5,28.5,2
85,88.1,26,2
78,75.2,32.5,2
88,97.6,29,2
104,95.9,22.6,2
84,81.7,39.4,2
71,82.1,28.6,2
110,92.2,22.7,2
72,72.2,20.7,2
108,88.9,21.5,2
82,97.6,20,2
77,96.5,26.5,2
78,99.9,21,2
84,99,29,2
98,71.4,38.5,2
70,79.8,39.8,2
98,81.9,33.8,2
99,88.6,22,2
100,73.6,39.4,2
107,79.6,31,2
74,74.2,29.7,2
84,99.4,24.5,2
90,91.8,23,2
78,99.6,24,2
103,90.2,33.9,2
104,95.5,37.3,2
72,93.7,37.9,2
78,79.7,29.2,2
72,97.5,32.5,2
97,92.5,21.8,2
103,78.8,34.4,2
91,85.4,31,2
97,88.6,38.2,2
97,89.3,23.5,2
83,96.3,34.1,2
74,78.6,33,2
77,88.9,39.5,2
95,81.9,26.8,2
70,85.7,34.3,2
89,70.1,20.5,2
85,80.5,36,2
102,89.9,25,2
83,99.6,32.7,2
80,71,22.2,2
109,85.7,30.1,2
99,75.2,21.9,2
88,88.2,25.5,2
99,94,20.1,2
73,98.9,35.3,2
78,94,29.1,2
84,81.5,34.9,2
74,71.5,33.1,2
81,89.3,35,2
94,83.2,31.5,2
95,80.9,38.6,2
106,85.7,26.9,2
78,90.5,23.4,2
80,89,38.2,2
105,72.3,24.4,2
104,81.7,24.3,2
103,79.8,21,2
91,70.7,28,2
103,72.3,29.4,2
77,91.4,31.3,2
93,99.5,37.3,2
87,99.6,25.3,2
101,92.6,30.1,2
83,96,29.9,2
89,86.6,26.1,2
106,91.9,32.4,2
98,73.3,27.4,2
88,76.8,38.7,2
107,78.7,35.5,2
83,72.1,26.8,2
107,92.1,36.8,2
93,81,36.6,2
85,93.3,24.6,2
94,96.4,38.5,2
71,71.1,26.5,2
106,94.1,31.7,2
102,86,39.8,2
78,86.1,21.2,2
77,72.9,23.7,2
86,97.2,37.2,2
96,93,23.3,2
80,92.6,31.4,2
72,76.5,29.6,2
84,77.4,30.5,2
104,84.1,33.8,2
83,70.9,26.5,2
75,88.2,23.3,2
98,73.5,29.7,2
102,74.5,38,2
88,87.6,22.5,2
77,80.5,23.7,2
74,77.3,21.5,2
89,78.2,31.1,2
99,87.1,37.8,2
71,82.7,23.8,2
101,99.8,32.2,2
99,94.3,20.7,2
79,88,25.9,2
78,79.5,32.8,2
92,74.2,25.3,2
86,72.6,33.6,2
81,82.7,30.6,2
72,99.7,29.8,2
100,70.1,33.5,2
77,87.7,27,2
83,74.9,25,2
87,85.1,37.5,2
93,70.1,35.9,2
86,83.2,21,2
93,87.4,38,2
70,76.1,25.4,2
109,82.2,21,2
88,80.2,23.7,2
81,98.5,20.3,2
108,71.9,21.3,2
99,77.6,22.9,2
80,72.6,24.9,2
95,99.5,29.4,2
70,80,22.9,2
72,85,35.5,2
74,98.8,22.6,2
87,74.4,27,2
100,78.2,36.9,2
104,91.4,38.5,2
106,73.4,23,2
90,81,28.8,2
103,97.6,24.4,2
85,89.3,37.8,2
107,72.2,28.2,2
95,89.2,30.3,2
78,76.7,30.3,2
80,77.7,22.4,2
85,89.2,32.5,2
98,80.9,35,2
72,75.4,38.8,2
79,85.6,39,2
81,83.3,30.4,2
103,98.8,32.6,2
79,77.4,31.3,2
73,81.7,26.9,2
75,99,21,2
97,99.8,38.6,2
87,91.9,35.4,2
97,97.9,23.3,2
102,74.4,30.8,2
104,85.5,36.7,2
104,94.2,28.2,2
90,91.8,35.9,2
85,80.2,22.9,2
77,75.2,23.8,2
90,83.4,29.5,2
104,91.5,28.9,2
72,92,25.6,2
71,70.5,23.3,2
100,83.8,36.2,2
84,99.6,23.9,2
76,73.8,33.7,2
107,74,23.1,2
110,99.2,28.4,2
98,74,34.1,2
89,73.2,23.7,2
86,84.9,39.7,2
89,71.7,29.1,2
110,78.5,27,2
77,90.7,28.8,2
106,77.4,25.7,2
109,94.4,31,2
95,97.4,36.9,2
88,86.3,31.4,2
72,76.1,36.3,2
102,95.4,30.9,2
92,93.4,23.5,2
70,87.8,31.5,2
83,72.3,22.9,2
83,86.9,27.8,2
81,74.4,34.5,2
71,89.3,33.3,2
106,98.5,20.4,2
87,75.2,32.5,2
90,77.5,36.9,2
98,72.8,23.5,2
73,78.7,28.9,2
98,80.8,24.3,2
103,86.7,29.3,2
80,76.9,22.2,2
70,82,33.8,2
80,94,29.7,2
80,72.2,23.6,2
78,97.1,38.3,2
110,91.4,26.1,2
94,72.2,23.3,2
98,88.8,26.7,2
94,71.8,39,2
100,89.5,27.4,2
78,86.7,25.3,2
103,74.5,30.4,2
73,94.1,25.3,2
85,79.1,40,2
88,85.7,27.2,2
109,71.8,37,2
103,79.1,20.8,2
82,84.9,28.7,2
73,73.1,28.5,2
108,73.7,38.6,2
74,81.8,29.6,2
98,95.9,22.1,2
100,71.7,28.4,2
71,75.2,22.3,2
96,85,23.8,2
110,86.4,31.9,2
102,81.2,29.9,2
106,92.6,21.8,2
75,98,34.4,2
84,89,28.9,2
88,74.8,23.7,2
90,97.3,30.2,2
100,78.8,20.5,2
108,94.8,37.2,2
96,77.1,37.9,2
103,85.9,34.2,2
106,98.4,22,2
73,82.4,25.3,2
101,74,27.3,2
107,94,26.5,2
109,87.4,25.3,2
96,85,24.5,2
80,95.3,26.6,2
100,80.9,26.2,2
90,98.5,36.9,2
70,71.6,35.3,2
83,81.1,34,2
86,71.5,22.3,2
101,78.1,27.9,2
74,88.2,37.7,2
97,72.4,34.5,2
107,84.3,33.9,2
96,71.1,36.4,2
77,70.2,20.6,2
75,88.8,38.6,2
90,85.4,21.9,2
72,84.4,23.9,2
110,82.1,20.1,2
103,93.1,39.4,2
71,83.8,39,2
107,85,24.9,2
85,78.7,35,2
86,83.2,29.6,2
86,96.2,24.3,2
91,89.9,24,2
70,94.9,27.4,2
96,90.2,35.9,2
83,71.5,22,2
103,74,30.8,2
105,82,37.9,2
90,90.9,25.2,2
74,91.9,37.7,2
94,88.6,33.5,2
105,82.1,39,2
88,83.1,33.3,2
104,85.6,27.4,2
94,97.6,30.2,2
83,76.7,23.1,2
78,78,37.3,2
108,71.5,34.2,2
108,97.6,37.9,2
91,71.7,22.1,2
77,86.4,27.1,2
94,71.1,32.7,2
93,92.1,33.3,2
98,88.3,33.6,2
71,77.7,22.4,2
101,86.9,20.3,2
103,73,30.2,2
95,81.2,30.2,2
93,77.7,33.6,2
105,80.6,34,2
80,99.1,39.2,2
73,76.5,31.9,2
82,73.8,32.8,2
82,84.1,23.9,2
75,90.9,32.5,2
89,94.7,22.2,2
101,82.6,21.8,2
98,85.6,28.9,2
72,84.6,38.2,2
102,85.8,26.1,2
94,91.8,36.7,2
74,70.3,31.1,2
93,95.3,22.7,2
72,88.5,31.6,2
81,79.5,20.5,2
74,85.8,38.4,2
84,89.5,21.9,2
70,97.1,33.8,2
95,73.3,25.2,2
77,70.7,20.8,2
72,83,37.9,2
77,87.9,35.9,2
101,83.4,28.9,2
85,87.5,30.5,2
77,92.9,23.3,2
76,71.9,29.8,2
75,70.5,22.3,2
98,74.5,27.2,2
94,87,21.6,2
82,78.8,24,2
109,95.3,39.3,2
73,84.1,25.2,2
71,99.9,34.5,2
89,75.3,20.3,2
73,93.6,31.5,2
75,75.6,32.8,2
84,80.5,22.1,2
73,99.4,27.4,2
74,86.2,23.5,2
106,97.6,20.8,2
89,93,29.3,2
98,99.2,33.8,2
101,92.3,39.8,2
79,77.1,39.3,2
98,88.9,29.8,2
110,74.2,24.2,2
92,72.7,30.2,2
85,72.7,39.7,2
100,86.7,32.3,2
73,89.2,29.2,2
92,83.7,33.4,2
74,70.8,25,2
103,82.2,23.1,2
93,95.4,36.3,2
70,80,24.9,2
81,78.2,28.8,2
71,88.6,33.3,2
106,97.1,26.7,2
70,97.7,35.1,2
110,96,29,2
97,70.7,31.3,2
74,77.7,35.9,2
79,83.4,38,2
103,82.4,39.3,2
107,88.3,28.3,2
110,87.9,26.9,2
93,87.8,33.8,2
84,71.1,35.8,2
106,97,23,2
91,88.8,27,2
78,78.4,25.9,2
91,78,34.4,2
88,71.4,21.3,2
79,93.7,36.5,2
107,70,38.7,2
81,70.2,36.9,2
79,76.1,22.9,2
109,80.3,30.4,2
70,77.1,38.2,2
100,92.8,29,2
107,80.8,39.9,2
100,97.1,30.6,2
108,85.4,32,2
106,77.4,31.6,2
71,78.9,36,2
97,99.4,38.7,2
100,98,25.2,2
108,74.7,32.8,2
85,78.6,35.2,2
76,87,35.7,2
94,77.7,21.8,2
104,92.9,38.3,2
77,75.2,29.3,2
104,100,26.8,2
110,93,37,2
74,97.8,21.9,2
94,92,40,2
89,73.7,25.1,2
100,81.6,37.5,2
81,98.2,20.1,2
79,70,32.1,2
100,81.3,20.7,2
85,86.6,35,2
86,88,24,2
91,80.6,32.8,2
97,87.2,26.6,2
82,75.3,21.8,2
84,96.8,37.1,2
87,93.5,23.2,2
97,71.3,39.4,2
78,92.4,30,2
93,73.9,34.9,2
84,83.1,37,2
92,73.7,26.8,2
101,70.3,33,2
82,98.1,24.1,2
95,70,35.2,2
87,99.2,30.5,2
105,82,28.8,2
82,83.1,30.2,2
92,94.7,30.8,2
90,94.2,29,2
72,78.6,30.3,2
97,76,35.9,2
104,73.1,21.5,2
77,89.6,25.2,2
91,88.9,22.9,2
74,96.6,23,2
100,89.7,35.9,2
80,77.9,29.5,2
81,70.2,24.5,2
83,98.1,30.4,2
85,81.9,24.5,2
106,89.6,29.6,2
89,92.9,39.4,2
92,74.8,32.6,2
79,78.5,24.1,2
106,86.4,29.4,2
102,85.9,22.2,2
71,80.8,32.8,2
86,90.4,38.3,2
77,86,30.2,2
88,76.7,37,2
106,91.7,28.8,2
107,99.3,33,2
85,91.2,32.4,2
107,90,35.3,2
98,86.5,20.3,2
88,76,27.7,2
108,96,37,2
100,87.7,31.3,2
107,75.3,24.6,2
110,94.5,35.3,2
86,84.9,30.2,2
106,83.9,21.4,2
102,96.8,38.6,2
76,86.8,34.3,2
86,91.2,27.3,2
74,98.5,22.5,2
78,86.1,27.2,2
109,86,24.3,2
109,91.5,36.4,2
88,71.4,26.8,2
109,98,20.2,2
94,91.5,40,2
85,78.8,27.6,2
103,100,20.3,2
85,89.8,35.1,2
95,99.1,36.3,2
75,72.9,33,2
97,89.8,30.2,2
105,77.7,26.5,2
106,97.2,32.3,2
106,86.4,22.2,2
88,85.2,37.2,2
74,87.7,28.3,2
109,73.8,35.7,2
108,97.2,24.4,2
72,78.6,35.4,2
101,81.9,26.6,2
81,76.7,31.1,2
80,75.7,23.4,2
103,79.5,37.1,2
94,95.1,23.4,2
72,86.5,24.9,2
86,72,26.7,2
94,80.3,23.2,2
102,78.9,23.9,2
102,97.3,39.6,2
71,98.9,37.9,2
89,89,35.9,2
83,73.9,30,2
70,95,39.3,2
108,94.4,35.9,2
72,95.1,31.9,2
83,96.7,25.3,2
72,95.2,36.5,2
98,91.8,22,2
92,83.7,24.7,2
76,72.6,28.4,2
85,87.5,32.9,2
108,74.1,28.8,2
76,70.6,27.7,2
104,95.3,32.4,2
86,88.2,38.1,2
91,75.7,32,2
97,76.6,23.3,2
78,84.9,33.6,2
81,73.8,37,2
73,97.5,28.6,2
83,70,23.8,2
74,82.2,20.4,2
76,95.7,38.1,2
101,76.9,21.7,2
85,83.1,29.6,2
97,89.1,27,2
83,93.2,36,2
110,75.4,22.4,2
105,78,30.8,2
96,78.6,24.4,2
86,70.3,36.2,2
91,91.4,29.3,2
110,84.4,22.3,2
92,80.8,25.2,2
106,93.3,21.6,2
81,74.6,36.8,2
89,86.3,34.8,2
70,87,36.6,2
72,96,32.6,2
107,76.5,34,2
76,90.9,29.3,2
105,85.4,39.5,2
88,83.5,29.7,2
95,83.4,22.1,2
80,90.3,31.1,2
85,72.8,23.1,2
104,82.4,22.5,2
101,77.1,32.5,2
70,79.6,27,2
108,74,27.1,2
107,97.1,21.7,2
99,80.3,30.9,2
